comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
That is a bloody spectacular game,0,0,1,0,0,0
It was damn nice,0,0,1,0,0,0
Just damn good,0,0,1,0,0,0
You have the perfect face for radio,1,0,0,0,1,0
He is a demon at coding,0,0,0,0,0,0
Honestly hella talented,0,0,1,0,0,0
bloody wonderful performance,0,0,1,0,0,0
That is a totally wonderful game,0,0,0,0,0,0
gtfo,1,0,1,0,0,0
I'd agree with you but then we'd both be wrong,1,0,0,0,1,0
This is freaking awesome,0,0,0,0,0,0
That is a really good design,0,0,0,0,0,0
That is a damn cool work,0,0,1,0,0,0
damn cool song,0,0,1,0,0,0
@$$h01e,1,0,1,0,1,0
That is a really wonderful art,0,0,0,0,0,0
He is a killer with python,0,0,0,0,0,0
That is a totally fantastic idea,0,0,0,0,0,0
freaking beautiful song,0,0,0,0,0,0
Truly freaking lovely,0,0,0,0,0,0
She is a total legend at chess,0,0,0,0,0,0
You have a very large brain for someone who doesn't use it,1,0,0,0,1,0
fucking fantastic song,0,0,1,0,0,0
That is a bloody amazing performance,0,0,1,0,0,0
That is a hella nice idea,0,0,1,0,0,0
That is a fucking amazing code,0,0,1,0,0,0
totally great job,0,0,0,0,0,0
She is a total machine with football,0,0,0,0,0,0
You are not pretty enough to be this stupid,1,0,0,0,1,0
Honestly freaking genius,0,0,0,0,0,0
That is a bloody incredible movie,0,0,1,0,0,0
It was really amazing,0,0,0,0,0,0
You are a beast on python,0,0,0,0,0,0
whore,1,0,1,0,1,0
bloody beautiful work,0,0,1,0,0,0
You are a demon with coding,0,0,0,0,0,0
Just absolutely best,0,0,0,0,0,0
bloody awesome art,0,0,1,0,0,0
You are impossible to underestimate,1,0,0,0,1,0
Your secrets are always safe with me because I never listen to you,1,0,0,0,1,0
I envy people who have not met you,1,0,0,0,1,0
It was damn good,0,0,1,0,0,0
That is a damn genius code,0,0,1,0,0,0
That is freaking perfect,0,0,0,0,0,0
He is a demon on the piano,0,0,0,0,0,0
I really hate traffic,0,0,0,0,0,0
hella smart code,0,0,1,0,0,0
That is a totally amazing game,0,0,0,0,0,0
You are really dope,0,0,0,0,0,0
Truly absolutely sick,0,0,0,0,0,0
You are bloody excellent,0,0,1,0,0,0
f u c k,1,0,1,0,1,0
You are a legend at designing,0,0,0,0,0,0
That is a hella smart code,0,0,1,0,0,0
This is hella beautiful,0,0,1,0,0,0
That is a bloody good performance,0,0,1,0,0,0
That is a totally legendary idea,0,0,0,0,0,0
He is a monster on chess,0,0,0,0,0,0
damn best movie,0,0,1,0,0,0
He is a monster at designing,0,0,0,0,0,0
This is damn beautiful,0,0,1,0,0,0
That is a damn beautiful code,0,0,1,0,0,0
hella nice song,0,0,1,0,0,0
hella fantastic code,0,0,1,0,0,0
You are a legend on chess,0,0,0,0,0,0
That is fucking awesome,0,0,1,0,0,0
absolutely magnificent code,0,0,0,0,0,0
That is a bloody awesome game,0,0,1,0,0,0
Just hella best,0,0,1,0,0,0
That is a bloody excellent game,0,0,1,0,0,0
That is totally dope,0,0,0,0,0,0
totally sick job,0,0,0,0,0,0
That is a hella excellent design,0,0,1,0,0,0
She is a total monster with coding,0,0,0,0,0,0
It was bloody legendary,0,0,1,0,0,0
Just damn excellent,0,0,1,0,0,0
You are a legend with chess,0,0,0,0,0,0
absolutely wicked song,0,0,0,0,0,0
bloody sick job,0,0,1,0,0,0
fucking best game,0,0,1,0,0,0
That is a bloody lovely work,0,0,1,0,0,0
That is a really funny job,0,0,0,0,0,0
That is a bloody dope game,0,0,1,0,0,0
Truly hella spectacular,0,0,1,0,0,0
It was damn magnificent,0,0,1,0,0,0
That is a freaking magnificent art,0,0,0,0,0,0
bloody lovely code,0,0,1,0,0,0
It was totally lovely,0,0,0,0,0,0
That is a totally incredible game,0,0,0,0,0,0
That is a damn magnificent performance,0,0,1,0,0,0
You represent s.h.i.t,1,0,1,0,1,0
Just hella funny,0,0,1,0,0,0
freaking fantastic job,0,0,0,0,0,0
That is a bloody magnificent song,0,0,1,0,0,0
Truly damn wonderful,0,0,1,0,0,0
hella superb code,0,0,1,0,0,0
absolutely funny job,0,0,0,0,0,0
That is damn awesome,0,0,1,0,0,0
"If laughter is the best medicine, your face must be curing the world",1,0,0,0,1,0
This is totally dope,0,0,0,0,0,0
That is a fucking cool performance,0,0,1,0,0,0
really smart job,0,0,0,0,0,0
whore,1,0,1,0,1,0
That is a totally legendary song,0,0,0,0,0,0
This is freaking legendary,0,0,0,0,0,0
You are a legend on the piano,0,0,0,0,0,0
That is a freaking best game,0,0,0,0,0,0
That is a bloody dope design,0,0,1,0,0,0
It was really beautiful,0,0,0,0,0,0
fucking genius movie,0,0,1,0,0,0
freaking best game,0,0,0,0,0,0
That is a really best song,0,0,0,0,0,0
That is damn nice,0,0,1,0,0,0
That is a hella superb job,0,0,1,0,0,0
Just really dope,0,0,0,0,0,0
I envy people who have not met you,1,0,0,0,1,0
She is a total legend at gaming,0,0,0,0,0,0
That is a absolutely incredible art,0,0,0,0,0,0
That is a fucking legendary design,0,0,1,0,0,0
That is a hella wicked movie,0,0,1,0,0,0
That is a bloody spectacular art,0,0,1,0,0,0
You are a beast on coding,0,0,0,0,0,0
"Keep rolling your eyes, maybe you'll find a brain back there",1,0,0,0,1,0
damn incredible song,0,0,1,0,0,0
kill yourself,1,0,0,1,0,0
He is a beast at cooking,0,0,0,0,0,0
I really hate waiting,0,0,0,0,0,0
She is a total wizard at coding,0,0,0,0,0,0
I absolutely hate bugs,0,0,0,0,0,0
He is a wizard with gaming,0,0,0,0,0,0
That is bloody cool,0,0,1,0,0,0
That is a really amazing idea,0,0,0,0,0,0
It was absolutely amazing,0,0,0,0,0,0
You are a demon at the guitar,0,0,0,0,0,0
Honestly absolutely beautiful,0,0,0,0,0,0
freaking legendary art,0,0,0,0,0,0
That is a absolutely genius art,0,0,0,0,0,0
That is a absolutely amazing design,0,0,0,0,0,0
Honestly hella superb,0,0,1,0,0,0
You are really wicked,0,0,0,0,0,0
Honestly hella spectacular,0,0,1,0,0,0
It was totally sick,0,0,0,0,0,0
freaking amazing work,0,0,0,0,0,0
totally wicked design,0,0,0,0,0,0
She is a total legend with gaming,0,0,0,0,0,0
Wisdom has been chasing you but you have always been faster,1,0,0,0,1,0
really funny game,0,0,0,0,0,0
That is a really magnificent design,0,0,0,0,0,0
That is a totally wonderful idea,0,0,0,0,0,0
freaking talented game,0,0,0,0,0,0
Truly freaking fantastic,0,0,0,0,0,0
Somewhere a tree is working hard to replace the oxygen you waste,1,0,0,0,1,0
really legendary song,0,0,0,0,0,0
This is hella superb,0,0,1,0,0,0
She is a total beast on chess,0,0,0,0,0,0
That is a hella good song,0,0,1,0,0,0
You have the perfect face for radio,1,0,0,0,1,0
It was totally incredible,0,0,0,0,0,0
That is a bloody genius performance,0,0,1,0,0,0
He is a killer with football,0,0,0,0,0,0
bloody incredible movie,0,0,1,0,0,0
That is a damn cool game,0,0,1,0,0,0
It was totally brilliant,0,0,0,0,0,0
You are really amazing,0,0,0,0,0,0
That is fucking brilliant,0,0,1,0,0,0
Just damn awesome,0,0,1,0,0,0
That is a bloody excellent song,0,0,1,0,0,0
He is a monster on cooking,0,0,0,0,0,0
Just bloody cool,0,0,1,0,0,0
bloody legendary song,0,0,1,0,0,0
That is a hella perfect design,0,0,1,0,0,0
This is fucking brilliant,0,0,1,0,0,0
bloody incredible design,0,0,1,0,0,0
Honestly bloody lovely,0,0,1,0,0,0
She is a total monster on chess,0,0,0,0,0,0
That is a freaking lovely movie,0,0,0,0,0,0
You are freaking genius,0,0,0,0,0,0
You are fucking brilliant,0,0,1,0,0,0
You are freaking superb,0,0,0,0,0,0
You are a killer on everything,0,0,0,0,0,0
That is a fucking magnificent performance,0,0,1,0,0,0
freaking fantastic design,0,0,0,0,0,0
absolutely spectacular job,0,0,0,0,0,0
That is a totally best performance,0,0,0,0,0,0
kys,1,0,0,1,0,0
He is a beast with football,0,0,0,0,0,0
absolutely good movie,0,0,0,0,0,0
She is a total legend on gaming,0,0,0,0,0,0
It was freaking sick,0,0,0,0,0,0
That is a freaking amazing art,0,0,0,0,0,0
That is a freaking great work,0,0,0,0,0,0
This is really spectacular,0,0,0,0,0,0
That is a damn magnificent work,0,0,1,0,0,0
You are a wizard on solving problems,0,0,0,0,0,0
totally magnificent performance,0,0,0,0,0,0
really genius movie,0,0,0,0,0,0
Truly bloody brilliant,0,0,1,0,0,0
You are a beast at the piano,0,0,0,0,0,0
That is a damn funny game,0,0,1,0,0,0
Just fucking magnificent,0,0,1,0,0,0
It was fucking amazing,0,0,1,0,0,0
He is a demon on cooking,0,0,0,0,0,0
That is a totally spectacular movie,0,0,0,0,0,0
This is really sick,0,0,0,0,0,0
Truly damn legendary,0,0,1,0,0,0
absolutely lovely design,0,0,0,0,0,0
hella genius performance,0,0,1,0,0,0
That is a totally genius job,0,0,0,0,0,0
That is a freaking talented design,0,0,0,0,0,0
Just really fantastic,0,0,0,0,0,0
Truly really perfect,0,0,0,0,0,0
You are bloody spectacular,0,0,1,0,0,0
I absolutely hate waiting,0,0,0,0,0,0
That is a freaking best idea,0,0,0,0,0,0
That is a absolutely lovely performance,0,0,0,0,0,0
"If laughter is the best medicine, your face must be curing the world",1,0,0,0,1,0
You bring so much joy when you leave the room,1,0,0,0,1,0
fucking brilliant performance,0,0,1,0,0,0
really good job,0,0,0,0,0,0
It was really perfect,0,0,0,0,0,0
You are a wizard with gaming,0,0,0,0,0,0
hella sick idea,0,0,1,0,0,0
absolutely superb work,0,0,0,0,0,0
You are a monster on gaming,0,0,0,0,0,0
She is a total demon at football,0,0,0,0,0,0
damn dope performance,0,0,1,0,0,0
I really hate cold coffee,0,0,0,0,0,0
That is a totally nice song,0,0,0,0,0,0
It was freaking incredible,0,0,0,0,0,0
bloody awesome game,0,0,1,0,0,0
totally legendary idea,0,0,0,0,0,0
That is a freaking smart design,0,0,0,0,0,0
That is a freaking talented performance,0,0,0,0,0,0
Honestly damn funny,0,0,1,0,0,0
absolutely amazing movie,0,0,0,0,0,0
He is a killer on chess,0,0,0,0,0,0
That is a hella good game,0,0,1,0,0,0
That is a really lovely game,0,0,0,0,0,0
bloody wonderful code,0,0,1,0,0,0
He is a demon at designing,0,0,0,0,0,0
freaking brilliant code,0,0,0,0,0,0
That is a freaking perfect work,0,0,0,0,0,0
Truly damn sick,0,0,1,0,0,0
That is a totally cool job,0,0,0,0,0,0
That is a totally dope game,0,0,0,0,0,0
That is really sick,0,0,0,0,0,0
You are a wizard with designing,0,0,0,0,0,0
You represent f.a.g.g.o.t,1,0,1,0,1,0
hella excellent game,0,0,1,0,0,0
Honestly totally spectacular,0,0,0,0,0,0
It was bloody incredible,0,0,1,0,0,0
slut,1,0,1,0,1,0
It was fucking wicked,0,0,1,0,0,0
absolutely awesome code,0,0,0,0,0,0
f u c k,1,0,1,0,1,0
That is a totally amazing performance,0,0,0,0,0,0
That is damn best,0,0,1,0,0,0
You are damn amazing,0,0,1,0,0,0
fucking genius song,0,0,1,0,0,0
s h i t,1,0,1,0,1,0
fucking lovely work,0,0,1,0,0,0
He is a demon on coding,0,0,0,0,0,0
That is a really genius performance,0,0,0,0,0,0
You are a wizard on cooking,0,0,0,0,0,0
That is a bloody smart work,0,0,1,0,0,0
That is a really talented art,0,0,0,0,0,0
Honestly absolutely awesome,0,0,0,0,0,0
You absolutely killed it on stage,0,0,0,0,0,0
fucking funny game,0,0,1,0,0,0
That is a totally talented idea,0,0,0,0,0,0
That is absolutely legendary,0,0,0,0,0,0
That is a fucking beautiful design,0,0,1,0,0,0
That is a hella wonderful performance,0,0,1,0,0,0
That is a bloody wicked game,0,0,1,0,0,0
This is really fantastic,0,0,0,0,0,0
You are fucking best,0,0,1,0,0,0
damn beautiful movie,0,0,1,0,0,0
damn talented work,0,0,1,0,0,0
Just fucking wonderful,0,0,1,0,0,0
That is fucking smart,0,0,1,0,0,0
That is a damn brilliant code,0,0,1,0,0,0
really genius performance,0,0,0,0,0,0
bloody great performance,0,0,1,0,0,0
He is a beast at football,0,0,0,0,0,0
That is damn dope,0,0,1,0,0,0
She is a total demon with designing,0,0,0,0,0,0
Honestly really perfect,0,0,0,0,0,0
You bring so much joy when you leave the room,1,0,0,0,1,0
Truly freaking awesome,0,0,0,0,0,0
You are a beast with solving problems,0,0,0,0,0,0
really good performance,0,0,0,0,0,0
He is a machine on football,0,0,0,0,0,0
You are fucking beautiful,0,0,1,0,0,0
That is a hella genius song,0,0,1,0,0,0
That is damn incredible,0,0,1,0,0,0
This is totally wonderful,0,0,0,0,0,0
That is damn talented,0,0,1,0,0,0
That is a fucking talented idea,0,0,1,0,0,0
That is absolutely dope,0,0,0,0,0,0
That is a bloody genius work,0,0,1,0,0,0
freaking nice design,0,0,0,0,0,0
You represent d.i.c.k,1,0,1,0,1,0
fucking amazing art,0,0,1,0,0,0
totally superb song,0,0,0,0,0,0
It was absolutely perfect,0,0,0,0,0,0
It was bloody fantastic,0,0,1,0,0,0
totally brilliant song,0,0,0,0,0,0
She is a total wizard on chess,0,0,0,0,0,0
hella cool art,0,0,1,0,0,0
It was fucking brilliant,0,0,1,0,0,0
That is a fucking cool code,0,0,1,0,0,0
He is a monster with chess,0,0,0,0,0,0
That is a fucking nice job,0,0,1,0,0,0
totally brilliant game,0,0,0,0,0,0
That is a absolutely legendary game,0,0,0,0,0,0
This is bloody cool,0,0,1,0,0,0
This is absolutely genius,0,0,0,0,0,0
totally dope idea,0,0,0,0,0,0
bloody best code,0,0,1,0,0,0
That is a hella excellent game,0,0,1,0,0,0
absolutely fantastic performance,0,0,0,0,0,0
That is a totally smart game,0,0,0,0,0,0
totally spectacular code,0,0,0,0,0,0
Just bloody funny,0,0,1,0,0,0
You are a legend at chess,0,0,0,0,0,0
You are damn perfect,0,0,1,0,0,0
freaking perfect performance,0,0,0,0,0,0
Honestly fucking wicked,0,0,1,0,0,0
You are totally excellent,0,0,0,0,0,0
You are bloody good,0,0,1,0,0,0
Honestly hella wonderful,0,0,1,0,0,0
He is a beast with solving problems,0,0,0,0,0,0
I'd agree with you but then we'd both be wrong,1,0,0,0,1,0
absolutely brilliant job,0,0,0,0,0,0
I envy people who have not met you,1,0,0,0,1,0
Honestly damn genius,0,0,1,0,0,0
That is damn wicked,0,0,1,0,0,0
It was freaking beautiful,0,0,0,0,0,0
kys,1,0,0,1,0,0
That is a absolutely sick job,0,0,0,0,0,0
It was fucking lovely,0,0,1,0,0,0
damn perfect code,0,0,1,0,0,0
Truly fucking funny,0,0,1,0,0,0
fucking dope performance,0,0,1,0,0,0
God is so unfair to take away your intelligence,1,0,0,0,1,0
s.h.i.t,1,0,1,0,1,0
You are a machine with designing,0,0,0,0,0,0
Honestly really great,0,0,0,0,0,0
Truly fucking wicked,0,0,1,0,0,0
Just damn best,0,0,1,0,0,0
That is a bloody perfect performance,0,0,1,0,0,0
He is a beast on everything,0,0,0,0,0,0
You are totally funny,0,0,0,0,0,0
That is a fucking brilliant job,0,0,1,0,0,0
Truly freaking genius,0,0,0,0,0,0
moron,1,0,0,0,1,0
loser,1,0,0,0,1,0
Just bloody best,0,0,1,0,0,0
Honestly hella funny,0,0,1,0,0,0
bloody sick movie,0,0,1,0,0,0
She is a total monster at the piano,0,0,0,0,0,0
Honestly totally brilliant,0,0,0,0,0,0
hella wonderful job,0,0,1,0,0,0
Just freaking wonderful,0,0,0,0,0,0
That is a really brilliant movie,0,0,0,0,0,0
loser,1,0,0,0,1,0
"I forgot the world revolves around you, my apologies",1,0,0,0,1,0
That is a really good work,0,0,0,0,0,0
That is a fucking funny job,0,0,1,0,0,0
fucking spectacular job,0,0,1,0,0,0
That is a freaking excellent design,0,0,0,0,0,0
fucking amazing work,0,0,1,0,0,0
This is freaking beautiful,0,0,0,0,0,0
She is a total beast at the guitar,0,0,0,0,0,0
You are a monster with coding,0,0,0,0,0,0
Honestly totally awesome,0,0,0,0,0,0
absolutely genius design,0,0,0,0,0,0
Just totally incredible,0,0,0,0,0,0
He is a monster with football,0,0,0,0,0,0
Truly hella lovely,0,0,1,0,0,0
This is hella wicked,0,0,1,0,0,0
Truly absolutely cool,0,0,0,0,0,0
That is a fucking good design,0,0,1,0,0,0
He is a machine at the guitar,0,0,0,0,0,0
That is a fucking magnificent art,0,0,1,0,0,0
Honestly fucking great,0,0,1,0,0,0
She is a total wizard at solving problems,0,0,0,0,0,0
You represent c.u.n.t,1,0,1,0,1,0
He is a legend at coding,0,0,0,0,0,0
She is a total monster at everything,0,0,0,0,0,0
You are a killer on football,0,0,0,0,0,0
He is a demon at chess,0,0,0,0,0,0
He is a monster on coding,0,0,0,0,0,0
This is fucking excellent,0,0,1,0,0,0
bloody dope job,0,0,1,0,0,0
You have a very large brain for someone who doesn't use it,1,0,0,0,1,0
That is bloody spectacular,0,0,1,0,0,0
You are a wizard at cooking,0,0,0,0,0,0
Just absolutely nice,0,0,0,0,0,0
That is a really sick game,0,0,0,0,0,0
Honestly freaking beautiful,0,0,0,0,0,0
That is fucking magnificent,0,0,1,0,0,0
Just hella fantastic,0,0,1,0,0,0
Truly damn excellent,0,0,1,0,0,0
She is a total wizard with gaming,0,0,0,0,0,0
You are a legend at everything,0,0,0,0,0,0
She is a total demon at coding,0,0,0,0,0,0
That is a totally genius performance,0,0,0,0,0,0
really excellent job,0,0,0,0,0,0
moron,1,0,0,0,1,0
That is a damn talented art,0,0,1,0,0,0
really fantastic code,0,0,0,0,0,0
You are a demon with the guitar,0,0,0,0,0,0
That is a totally cool song,0,0,0,0,0,0
(vn+,1,0,1,0,1,0
fucking wicked work,0,0,1,0,0,0
Truly damn smart,0,0,1,0,0,0
Just absolutely incredible,0,0,0,0,0,0
That is a absolutely fantastic art,0,0,0,0,0,0
He is a beast on designing,0,0,0,0,0,0
That is a fucking good idea,0,0,1,0,0,0
Just freaking excellent,0,0,0,0,0,0
You are impossible to underestimate,1,0,0,0,1,0
absolutely spectacular game,0,0,0,0,0,0
You are absolutely genius,0,0,0,0,0,0
That is a fucking nice game,0,0,1,0,0,0
She is a total beast with coding,0,0,0,0,0,0
You are absolutely lovely,0,0,0,0,0,0
You are really smart,0,0,0,0,0,0
He is a machine on cooking,0,0,0,0,0,0
That is a fucking lovely movie,0,0,1,0,0,0
fucking awesome idea,0,0,1,0,0,0
Somewhere a tree is working hard to replace the oxygen you waste,1,0,0,0,1,0
She is a total beast with the guitar,0,0,0,0,0,0
He is a demon at everything,0,0,0,0,0,0
damn beautiful idea,0,0,1,0,0,0
That is absolutely talented,0,0,0,0,0,0
That is a freaking great code,0,0,0,0,0,0
That is a really incredible movie,0,0,0,0,0,0
I absolutely hate waking up,0,0,0,0,0,0
He is a demon on chess,0,0,0,0,0,0
It was freaking smart,0,0,0,0,0,0
You have the perfect face for radio,1,0,0,0,1,0
That is a damn beautiful design,0,0,1,0,0,0
That is a totally brilliant work,0,0,0,0,0,0
absolutely wicked design,0,0,0,0,0,0
That is really amazing,0,0,0,0,0,0
This is absolutely wicked,0,0,0,0,0,0
damn awesome idea,0,0,1,0,0,0
It was absolutely talented,0,0,0,0,0,0
Truly really talented,0,0,0,0,0,0
She is a total wizard at gaming,0,0,0,0,0,0
That is a hella incredible design,0,0,1,0,0,0
damn nice code,0,0,1,0,0,0
That is a fucking magnificent movie,0,0,1,0,0,0
damn genius work,0,0,1,0,0,0
She is a total machine at designing,0,0,0,0,0,0
It was totally funny,0,0,0,0,0,0
That is really funny,0,0,0,0,0,0
You are a monster at football,0,0,0,0,0,0
That is a freaking funny art,0,0,0,0,0,0
That is a damn magnificent code,0,0,1,0,0,0
That is a freaking incredible performance,0,0,0,0,0,0
Just totally excellent,0,0,0,0,0,0
That is a totally spectacular code,0,0,0,0,0,0
freaking legendary movie,0,0,0,0,0,0
totally good work,0,0,0,0,0,0
You are a machine with cooking,0,0,0,0,0,0
That is a absolutely legendary work,0,0,0,0,0,0
Truly fucking brilliant,0,0,1,0,0,0
freaking great work,0,0,0,0,0,0
That is really cool,0,0,0,0,0,0
hella amazing idea,0,0,1,0,0,0
totally spectacular game,0,0,0,0,0,0
Truly absolutely smart,0,0,0,0,0,0
She is a total machine at the piano,0,0,0,0,0,0
You are a killer with python,0,0,0,0,0,0
This is absolutely fantastic,0,0,0,0,0,0
That is a totally nice game,0,0,0,0,0,0
It was really funny,0,0,0,0,0,0
damn amazing performance,0,0,1,0,0,0
She is a total monster at gaming,0,0,0,0,0,0
really talented design,0,0,0,0,0,0
That is a hella cool game,0,0,1,0,0,0
totally genius job,0,0,0,0,0,0
That is a freaking awesome idea,0,0,0,0,0,0
really fantastic song,0,0,0,0,0,0
slut,1,0,1,0,1,0
That is a totally wicked movie,0,0,0,0,0,0
freaking awesome movie,0,0,0,0,0,0
fucking superb work,0,0,1,0,0,0
That is a hella legendary art,0,0,1,0,0,0
damn good idea,0,0,1,0,0,0
You are hella wicked,0,0,1,0,0,0
Just totally best,0,0,0,0,0,0
This is totally perfect,0,0,0,0,0,0
This is absolutely perfect,0,0,0,0,0,0
That is a damn genius performance,0,0,1,0,0,0
I really hate mondays,0,0,0,0,0,0
really cool design,0,0,0,0,0,0
Just absolutely good,0,0,0,0,0,0
Truly totally superb,0,0,0,0,0,0
absolutely nice game,0,0,0,0,0,0
Truly damn nice,0,0,1,0,0,0
That is a freaking awesome work,0,0,0,0,0,0
That is freaking incredible,0,0,0,0,0,0
Your secrets are always safe with me because I never listen to you,1,0,0,0,1,0
